timestamp,location,target_date,metric,forecast_temp,forecast_unit,bucket_low,bucket_high,bucket_type,market_price,estimated_probability,edge,signal_decision,gaussian_probability,edge_gaussian,edge_constant,market_id,outcome_name,question,forecast_revision,expected_profit_yes,net_profit_if_win_yes
2026-04-02T12:01:16.280522+00:00,Chicago,2026-04-05,high,51.0,F,44.0,45.0,range,0.12,,,,0.005642405594168232,-0.11435759440583176,,d03150c7-9e6d-48a8-8788-aaf7a8be2659,44-45°F,Highest temperature in Chicago on April 5?,0.0,-23.92794293710804,165.0
2026-04-02T12:01:16.280522+00:00,Chicago,2026-04-05,high,51.0,F,40.0,41.0,range,0.004,,,,2.6258697925385377e-05,-0.003973741302074615,,b2fef499-6c75-4fa4-923c-bec745e63995,40-41°F,Highest temperature in Chicago on April 5?,0.0,-24.852229177424896,5602.5
2026-04-02T12:01:16.280522+00:00,Chicago,2026-04-05,high,51.0,F,42.0,43.0,range,0.048,,,,0.0005280293477583076,-0.04747197065224169,,d3162e73-c9fa-4d8e-8ec1-1b7890d9e4cb,42-43°F,Highest temperature in Chicago on April 5?,0.0,-24.7511661698689,446.25000000000006
2026-04-02T12:01:16.280522+00:00,Chicago,2026-04-05,high,51.0,F,56.0,999.0,above,0.18,,,,0.02275013194817921,-0.15724986805182078,,1b600f56-b3fa-468e-b03c-157600bdbb61,56°F or higher,Highest temperature in Chicago on April 5?,0.0,-22.09935817660715,102.50000000000001
2026-04-02T12:01:16.280522+00:00,Chicago,2026-04-05,high,51.0,F,54.0,55.0,range,0.15,,,,0.060270378522150225,-0.08972962147784977,,08791c34-5aed-4fc3-86bd-249423ad45e3,54-55°F,Highest temperature in Chicago on April 5?,0.0,-15.808767275372091,127.50000000000001
2026-04-02T12:01:16.280522+00:00,Chicago,2026-04-05,high,51.0,F,52.0,53.0,range,0.19,,,,0.13272285980627918,-0.05727714019372082,,a7482adc-32a8-4b24-8fd0-b7d4866ea7b1,52-53°F,Highest temperature in Chicago on April 5?,0.0,-8.951012083951243,95.92105263157895
2026-04-02T12:01:16.280522+00:00,Chicago,2026-04-05,high,51.0,F,46.0,47.0,range,0.085,,,,0.032049159751378786,-0.05295084024862122,,939609fc-d76f-44d0-87ba-a7b2cc7d7fdd,46-47°F,Highest temperature in Chicago on April 5?,0.0,-16.43627598996246,242.2058823529412
2026-04-02T12:01:16.280522+00:00,Chicago,2026-04-05,high,51.0,F,48.0,49.0,range,0.16,,,,0.09678572836168842,-0.06321427163831159,,39977360-162c-455a-805d-653ab9f693d5,48-49°F,Highest temperature in Chicago on April 5?,0.0,-11.147542628233346,118.125
2026-04-02T12:01:16.280522+00:00,Chicago,2026-04-05,high,51.0,F,50.0,51.0,range,0.195,,,,0.15542174161032418,-0.039578258389675824,,21acdc59-8ada-4d16-9d81-ebfda9f87def,50-51°F,Highest temperature in Chicago on April 5?,0.0,-6.678167767859863,92.88461538461537
2026-04-02T12:01:19.805725+00:00,Miami,2026-04-05,high,82.0,F,74.0,75.0,range,0.0115,,,,0.0018679923925120634,-0.009632007607487936,,b080ea64-50cd-49c8-99ad-4340fa11310e,74-75°F,Highest temperature in Miami on April 5?,0.0,-21.340562294538596,1934.021739130435
2026-04-02T12:01:19.805725+00:00,Miami,2026-04-05,high,82.0,F,88.0,89.0,range,0.0215,,,,0.005642405594168287,-0.01585759440583171,,9b9f1cb4-0ec7-4dc9-81a6-8e5f212be205,88-89°F,Highest temperature in Miami on April 5?,0.0,-19.08105092235009,1024.0116279069769
2026-04-02T12:01:19.805725+00:00,Miami,2026-04-05,high,82.0,F,76.0,77.0,range,0.04,,,,0.014552596023583053,-0.025447403976416948,,f1254a22-1557-40ae-9550-1dfe7b12a1e0,76-77°F,Highest temperature in Miami on April 5?,0.0,-16.777783246675575,540.0
2026-04-02T12:01:19.805725+00:00,Miami,2026-04-05,high,82.0,F,80.0,81.0,range,0.255,,,,0.13272285980627918,-0.12227714019372082,,42e12ef1-060b-4947-9c95-a5d7417b1ca2,80-81°F,Highest temperature in Miami on April 5?,0.0,-12.957352279342023,65.73529411764706
2026-04-02T12:01:19.805725+00:00,Miami,2026-04-05,high,82.0,F,86.0,87.0,range,0.085,,,,0.032049159751378786,-0.05295084024862122,,9c0293c9-3a88-405b-a270-a81d9623b727,86-87°F,Highest temperature in Miami on April 5?,0.0,-16.43627598996246,242.2058823529412
2026-04-02T12:01:19.805725+00:00,Miami,2026-04-05,high,82.0,F,84.0,85.0,range,0.285,,,,0.09678572836168842,-0.18821427163831156,,6e186ad0-9117-4745-90e6-f5f3b930de65,84-85°F,Highest temperature in Miami on April 5?,0.0,-17.11705712422564,56.447368421052644
2026-04-02T12:01:19.805725+00:00,Miami,2026-04-05,high,82.0,F,78.0,79.0,range,0.08,,,,0.060270378522150225,-0.019729621477849776,,3525750a-58c2-4729-9947-8e5ff8cbf44c,78-79°F,Highest temperature in Miami on April 5?,0.0,-7.898280094339874,258.75
2026-04-02T12:01:19.805725+00:00,Miami,2026-04-05,high,82.0,F,82.0,83.0,range,0.325,,,,0.15542174161032418,-0.16957825838967583,,08399055-aa3d-4ab3-a824-28ea253763e3,82-83°F,Highest temperature in Miami on April 5?,0.0,-13.851478919105592,46.73076923076923
